Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,player_id
Kenny Clark,97,NT,6-3,314,25,UCLA,13,13,12,1449
Mason Crosby,2,K,6-1,208,36,Colorado,16,0,12,1450
Dominique Dafney,49,TE,6-3,235,23,Iowa Western CC; Iowa; Indiana State,5,2,12,1451
Josiah Deguara,81,TE,6-3,240,23,Cincinnati,2,1,12,1452
A.J. Dillon,28,RB,6-0,250,22,Boston College,11,0,12,1453
Tyler Ervin,32,RB,5-10,183,27,San Jose State,8,0,12,1454
Tipa Galeai,50,LB,6-5,235,23,Texas Christian; Utah State,1,0,12,1455
Jonathan Garvin,53,LOLB,6-4,250,21,Miami (Florida),8,0,12,1456
Rashan Gary,52,LOLB-ROLB,6-5,283,23,Michigan,15,4,12,1457
Raven Greene,24,FS,5-11,197,25,James Madison,10,0,12,1458
De'Jon Harris,59,ILB,6-0,245,23,Arkansas,2,0,12,1459
Damon Harrison,98,NT,6-3,350,32,William Penn,1,0,12,1460
Ka'Dar Hollman,29,LCB,6-0,190,26,Toledo,14,1,12,1461
Josh Jackson,37,RCB-NB,6-0,196,24,Iowa,12,5,12,1462
Elgton Jenkins,74,LOG-C-ROT,6-4,310,25,Mississippi State,16,16,12,1463
Aaron Jones,33,RB,5-9,208,26,Texas-El Paso,14,14,12,1464
Kingsley Keke,96,RDE,6-4,305,24,Texas A&M,15,9,12,1465
Kevin King,20,RCB,6-3,200,25,Washington,11,11,12,1466
Christian Kirksey,58,LILB,6-2,235,28,Iowa,11,11,12,1467
Tyler Lancaster,95,NT-LDE-RDE,6-3,313,26,Northwestern,15,3,12,1468
Allen Lazard,13,WR,6-5,227,25,Iowa State,10,9,12,1469
Marcedes Lewis,89,TE,6-6,275,36,UCLA,15,15,12,1470
Corey Linsley,63,C,6-3,301,29,Ohio State,12,12,12,1471
John Lovett,45,TE,6-3,225,24,Princeton,8,0,12,1472
Dean Lowry,94,LDE,6-6,296,26,Northwestern,16,16,12,1473
Kamal Martin,54,RILB-LILB,6-3,245,22,Minnesota,10,6,12,1474
Parry Nickerson,35,RCB,5-10,182,26,Tulane,1,0,12,1475
Yosh Nijman,73,LOT,6-7,314,24,Virginia Tech,16,0,12,1476
Lucas Patrick,62,ROG-LOG-C,6-3,313,27,Duke,16,15,12,1477
Brian Price,78,NT,6-3,320,26,Allan Hancock JC; Texas-San Antonio,2,0,12,1478
Randy Ramsey,56,LOLB-ROLB,6-3,238,25,Arkansas,12,0,12,1479
Will Redmond,25,FS-SS,5-11,186,27,Mississippi State,13,1,12,1480
Aaron Rodgers,12,QB,6-2,223,37,Butte CC; California,16,16,12,1481
Jon Runyan,76,LOG-ROG,6-5,321,23,Michigan,16,0,12,1482
Anthony Rush,79,NT,6-5,350,24,Northeast Mississippi CC; Alabama-Birmingham,1,0,12,1483
KeiVarae Russell,34,RCB,5-11,196,27,Notre Dame,1,0,12,1484
Equanimeous St. Brown,19,WR,6-5,214,24,Notre Dame,12,1,12,1485
Stanford Samuels,46,CB,6-1,187,21,Florida State,2,0,12,1486
Darnell Savage,26,FS,5-11,200,23,Maryland,15,15,12,1487
J.K. Scott,6,P,6-6,208,24,Alabama,16,0,12,1488
Vernon Scott,36,SS-FS,6-2,206,23,Texas Christian,15,0,12,1489
Darrius Shepherd,82,WR,5-10,185,25,North Dakota State,8,0,12,1490
Preston Smith,91,LOLB,6-5,268,28,Mississippi State,16,13,12,1491
Za'Darius Smith,55,ROLB,6-4,274,28,East Mississippi CC; Kentucky,16,16,12,1492
Jace Sternberger,87,TE,6-4,250,24,Kansas; Northeastern Oklahoma A&M JC; Texas A&M,12,0,12,1493
Chandon Sullivan,39,RCB-LCB,5-11,195,24,Georgia State,16,10,12,1494
Ty Summers,44,RILB-LILB,6-2,235,25,Texas Christian,16,0,12,1495
Lane Taylor,65,ROG,6-3,324,31,Oklahoma State,1,1,12,1496
Malik Taylor,86,WR,6-3,220,25,Ferris State,16,1,12,1497
Robert Tonyan,85,TE,6-5,237,26,Indiana State,16,8,12,1498
Billy Turner,77,ROT-LOT-ROG,6-5,309,29,North Dakota State,14,14,12,1499
Marquez Valdes-Scantling,83,WR,6-4,206,26,North Carolina State; South Florida,16,12,12,1500
Ricky Wagner,61,ROT,6-6,312,31,Wisconsin,16,9,12,1501
Dexter Williams,22,RB,5-11,215,23,Notre Dame,3,0,12,1502
Jamaal Williams,30,RB,6-0,213,25,Brigham Young,15,3,12,1503
Juwann Winfree,88,WR,6-3,215,24,Maryland; Coffeyville CC; Colorado,2,0,12,1504
Billy Winn,93,NT-RDE,6-4,294,31,Boise State,6,0,12,1505
Alex Bars,64,ROG-C-ROT,6-5,314,25,Notre Dame,16,8,6,1506
Devante Bond,53/44,LILB,6-1,236,26,Sierra JC; Oklahoma,2,0,6,1507
Tyler Bray,8,QB,6-6,215,29,Tennessee,1,0,6,1508
Deon Bush,26,SS,6-0,204,27,Miami (Florida),11,0,6,1509
DeAndre Carter,19,WR,5-10,185,27,Sacramento State,4,0,6,1510
Tarik Cohen,29,RB,5-6,181,25,North Carolina A&T State,3,0,6,1511
Rashaad Coward,69,LOG-ROT-ROG,6-5,320,26,Old Dominion,16,5,6,1512
Xavier Crawford,47,CB,6-1,180,25,Oregon State; Central Michigan,3,0,6,1513
James Daniels,68,LOG,6-4,295,23,Iowa,5,5,6,1514
Mario Edwards,97,DE,6-3,280,26,Florida State,15,0,6,1515
Dieter Eiselen,60,OG,6-4,310,23,Yale,1,0,6,1516
Nick Foles,9,QB,6-6,243,31,Michigan State; Arizona,9,7,6,1517
Kyle Fuller,23,LCB,5-11,191,28,Virginia Tech,16,16,6,1518
Ted Ginn,19,WR,5-11,180,35,Ohio State,6,0,6,1519
Tashaun Gipson,38,SS,5-11,210,30,Wyoming,16,16,6,1520
Trevis Gipson,99,LOLB,6-4,268,23,Tulsa,7,0,6,1521
Jimmy Graham,80,TE,6-6,262,34,Miami (Florida),16,15,6,1522
Arlington Hambright,71,LOG,6-5,300,24,Garden City CC; Oklahoma State; Colorado,9,1,6,1523
Demetrius Harris,86,TE,6-7,230,29,Mineral Area JC; Wisconsin-Milwaukee,16,5,6,1524
Dwayne Harris,82,WR,5-11,204,33,East Carolina,3,0,6,1525
Akiem Hicks,96,DT,6-5,324,31,Sacramento CC; Regina,15,15,6,1526
J.P. Holtz,81,TE,6-3,240,27,Pittsburgh,16,1,6,1527
DeAndre Houston-Carson,36,SS,6-1,202,27,William & Mary,16,1,6,1528
Germain Ifedi,74,ROG-ROT,6-5,325,26,Texas A&M,16,16,6,1529
Joel Iyiegbuniwe,45,RILB,6-1,230,25,Western Kentucky,16,0,6,1530
Eddie Jackson,39,FS,6-0,202,28,Alabama,16,16,6,1531
John Jenkins,90,NT,6-4,343,31,Gulf Coast JC; Georgia,11,0,6,1532
Jaylon Johnson,33,RCB,6-0,195,21,Utah,13,13,6,1533
Cole Kmet,85,TE,6-5,250,21,Notre Dame,16,9,6,1534
Eric Kush,62,C,6-4,314,31,California (Pennsylvania),1,0,6,1535
Charles Leno,72,LOT,6-3,303,29,Boise State,16,16,6,1536
Khalil Mack,52,LOLB,6-3,251,30,Buffalo,16,16,6,1537
Bobby Massie,70,ROT,6-6,316,31,Mississippi,8,8,6,1538
Dan McCullers,75,DT,6-7,352,28,Georgia Military JC; Tennessee,3,0,6,1539
Sherrick McManis,27,FS,6-1,195,33,Northwestern,14,0,6,1540
Anthony Miller,17,WR,5-11,190,26,Memphis,16,6,6,1541
Lamar Miller,25,FB,5-10,221,29,Miami (Florida),2,1,6,1542
Barkevious Mingo,50,ROLB,6-4,239,30,Louisiana State,16,3,6,1543
David Montgomery,32,RB,5-11,216,23,Iowa State,15,14,6,1544
Darnell Mooney,11,WR,5-11,175,23,Tulane,16,9,6,1545
Sam Mustipher,67,C,6-3,306,24,Notre Dame,9,8,6,1546
Ryan Nall,35,RB,6-2,232,25,Oregon State,16,0,6,1547
Bilal Nichols,98,NT,6-4,290,24,Delaware,16,16,6,1548
Pat O'Donnell,16,P,6-4,219,29,Cincinnati; Miami (Florida),16,0,6,1549
Cordarrelle Patterson,84,WR,6-2,215,29,North Carolina Tech; Hutchinson CC; Tennessee,16,3,6,1550
Artavis Pierce,46,RB,5-11,208,24,Oregon State,5,0,6,1551
Robert Quinn,94,ROLB,6-4,264,30,North Carolina,13,11,6,1552
Riley Ridley,88,WR,6-2,200,23,Georgia,6,1,6,1553
Roy Robertson-Harris,95,DE,6-7,294,27,Texas-El Paso,8,6,6,1554
Allen Robinson,12,WR,6-2,213,27,Penn State,16,16,6,1555
Cairo Santos,2,K,5-8,160,29,Tulane,16,0,6,1556
Patrick Scales,48,LONG,6-3,242,32,Utah State,16,0,6,1557
Duke Shelley,20,RCB,5-9,180,24,Kansas State,11,2,6,1558
Buster Skrine,24,LCB,5-9,185,31,Tennessee-Chattanooga,12,3,6,1559
Roquan Smith,58,LILB,6-1,236,23,Georgia,16,16,6,1560
Jason Spriggs,78,LOT-ROT,6-6,301,26,Indiana,8,0,6,1561
Danny Trevathan,59,RILB,6-1,239,30,Kentucky,16,16,6,1562
Mitch Trubisky,10,QB,6-3,222,26,North Carolina,10,9,6,1563
Brent Urban,92,DE-DT,6-7,298,29,Virginia,16,8,6,1564
James Vaughters,93,ROLB,6-2,258,27,Stanford,14,0,6,1565
Kindle Vildor,22,RCB,5-11,190,23,Georgia Southern,16,1,6,1566
Cody Whitehair,65,C-LOG,6-4,307,28,Kansas State,14,14,6,1567
Javon Wims,83,WR,6-4,215,26,Hinds CC; Georgia,13,1,6,1568
Josh Woods,55,LILB,6-1,204,24,Maryland,15,0,6,1569
Ameer Abdullah,31,HB,5-9,203,27,Nebraska,16,0,21,1570
Abdullah Anderson,66,DT,6-4,295,24,Bucknell,1,0,21,1571
Dan Bailey,5,K,6-0,193,32,Oklahoma State,16,0,21,1572
Jake Bargas,34,FB,6-2,250,23,North Carolina,1,0,21,1573
Anthony Barr,55,SLB,6-5,255,28,UCLA,2,2,21,1574
Chad Beebe,12,WR,5-9,184,26,Northern Illinois,15,0,21,1575
Mike Boone,23,HB,5-10,205,25,Cincinnati,16,0,21,1576
Kris Boyd,29,RCB,6-0,195,24,Texas,10,5,21,1577
Garrett Bradbury,56,C,6-3,300,25,North Carolina State,16,16,21,1578
Jordan Brailford,67,RDE,6-3,250,25,Oklahoma State,5,0,21,1579
Dan Chisena,85,WR,6-3,202,23,Penn State,14,0,21,1580
Ezra Cleveland,72,ROG-LOG,6-6,310,22,Boise State,13,9,21,1581
Britton Colquitt,2,P,6-3,207,35,Tennessee,16,0,21,1582
Tyler Conklin,83,TE,6-4,240,25,Northwood; Central Michigan,16,2,21,1583
Ryan Connelly,57,SLB-WLB,6-3,237,25,Wisconsin,14,0,21,1584
Dalvin Cook,33,HB,5-10,210,25,Florida State,14,14,21,1585
Kirk Cousins,8,QB,6-3,202,32,Michigan State,16,16,21,1586
Austin Cutting,58,LONG,6-3,245,23,Air Force,9,0,21,1587
Cameron Dantzler,27,LCB-RCB,6-2,185,22,Mississippi State,11,10,21,1588
Todd Davis,40,MLB-SLB,6-1,230,28,Sacramento State,11,6,21,1589
Andrew DePaola,42,LONG,6-2,230,33,Rutgers,7,0,21,1590
Brandon Dillon,86,TE,6-5,250,23,Marian,3,0,21,1591
Dakota Dozier,78,LOG,6-4,313,29,Furman,16,16,21,1592
Troy Dye,45,SLB-MLB,6-4,226,24,Oregon,11,5,21,1593
Pat Elflein,65,ROG,6-3,303,26,Ohio State,1,1,21,1594
Mark Fields,32,CB,5-10,181,24,Clemson,2,0,21,1595
Jeff Gladney,20,RCB-LCB,6-0,183,24,Texas Christian,16,15,21,1596
C.J. Ham,30,FB,5-11,235,27,Augustana (South Dakota),15,11,21,1597
Harrison Hand,38,LCB-RCB,6-0,192,22,Baylor; Temple,14,1,21,1598
Anthony Harris,41,FS,6-1,191,29,Virginia,16,16,21,1599
Tae Hayes,36,CB,5-9,188,23,Appalachian State,1,0,21,1600
Hale Hentges,88,TE,6-4,245,24,Alabama,1,0,21,1601
Holton Hill,24,RCB,6-3,200,23,Texas,4,2,21,1602
Rashod Hill,69,LOT,6-6,312,28,Southern Mississippi,16,1,21,1603
Jalyn Holmes,90,LDE-RDE,6-5,283,24,Ohio State,14,9,21,1604
Mike Hughes,21,LCB,5-10,189,23,North Carolina; Garden City CC; Central Florida,4,2,21,1605
George Iloka,43,SS,6-4,223,30,Boise State,4,0,21,1606
Justin Jefferson,18,WR,6-3,192,21,Louisiana State,16,14,21,1607
Bisi Johnson,81,WR,6-0,203,23,Colorado State,16,3,21,1608
Jaleel Johnson,94,DT,6-3,316,26,Iowa,16,16,21,1609
Brett Jones,61,ROG-C,6-2,317,29,Regina,15,2,21,1610
Chris Jones,26,LCB,6-0,200,25,Nebraska,8,3,21,1611
Eric Kendricks,54,MLB,6-0,232,28,UCLA,11,11,21,1612
Blake Lynch,48,MLB-SLB,6-3,225,23,Baylor,4,1,21,1613
James Lynch,92,DT,6-4,295,23,Baylor,9,0,21,1614
Dylan Mabin,39,LCB,6-1,195,23,Fordham,3,0,21,1615
Hercules Mata'afa,51,RDE-DT,6-2,252,25,Washington State,13,1,21,1616
Alexander Mattison,25,HB,5-11,211,22,Boise State,13,2,21,1617
Nate Meadors,26,CB,5-11,196,23,UCLA,1,0,21,1618
Josh Metellus,44,FS-SS,6-0,218,22,Michigan,15,0,21,1619
Yannick Ngakoue,91,RDE,6-2,246,25,Maryland,6,5,21,1620
Hardy Nickerson,47,SLB-WLB-MLB,6-0,232,26,California; Illinois,14,1,21,1621
Ifeadi Odenigbo,95,LDE-RDE,6-3,258,26,Northwestern,15,15,21,1622
Brian O'Neill,75,ROT,6-7,297,25,Pittsburgh,16,16,21,1623
K.J. Osborn,17,WR,6-0,206,23,Buffalo; Miami (Florida),9,0,21,1624
Riley Reiff,71,LOT,6-6,307,32,Iowa,15,15,21,1625
Curtis Riley,37,LCB-SS,6-0,194,28,Mars Hill; Fullerton JC; Fresno State,2,0,21,1626
Kyle Rudolph,82,TE,6-6,264,31,Notre Dame,12,12,21,1627
Dru Samia,73,ROG-LOG,6-5,303,23,Oklahoma,13,4,21,1628
Tajae Sharpe,11,WR,6-2,194,26,Massachusetts,4,0,21,1629
Harrison Smith,22,SS,6-2,214,31,Notre Dame,16,16,21,1630
Irv Smith,84,TE,6-4,241,22,Alabama,13,7,21,1631
Shamar Stephen,93,NT,6-5,310,29,Connecticut,16,16,21,1632
Cordrea Tankersley,32,CB,6-1,198,27,Clemson,2,1,21,1633
Adam Thielen,19,WR,6-2,199,30,Minnesota State-Mankato,15,15,21,1634
Oli Udoh,74,ROT,6-5,336,23,Elon,6,0,21,1635
Armon Watts,96,NT,6-5,298,24,Arkansas,16,0,21,1636
Eric Wilson,50,WLB,6-1,227,26,Northwestern; Cincinnati,16,15,21,1637
D.J. Wonnum,93,LDE-RDE,6-5,250,23,South Carolina,15,2,21,1638
Eddie Yarbrough,52,LDE,6-3,259,27,Wyoming,3,0,21,1639
Oday Aboushi,76,ROG-LOG,6-5,311,29,Virginia,16,8,11,1640
Jamal Agnew,39,WR-RB,5-10,190,25,San Diego,14,1,11,1641
Danny Amendola,80,WR,5-11,188,35,Texas Tech,14,5,11,1642
David Blough,10,QB,6-1,205,25,Purdue,1,0,11,1643
Tramaine Brock,31,CB,5-10,197,32,Mississippi Gulf Coast CC; Minnesota; Belhaven,1,0,11,1644
Evan Brown,62,C,6-2,305,24,Southern Methodist,2,0,11,1645
Austin Bryant,94,LDE-RDE,6-6,280,24,Clemson,6,1,11,1646
Hunter Bryant,86,TE,6-2,239,22,Washington,5,0,11,1647
Jason Cabinda,45,FB-WLB,6-1,243,24,Penn State,16,2,11,1648
Quintez Cephus,87,WR,6-1,207,22,Wisconsin,13,2,11,1649
Justin Coleman,27,RCB-LCB,5-11,188,27,Tennessee,11,5,11,1650
Jamie Collins,58,WLB,6-3,250,30,Southern Mississippi,14,14,11,1651
Tyrell Crosby,65,ROT,6-4,309,25,Oregon,12,11,11,1652
Joe Dahl,66,C-LOG-C-TE,6-4,305,27,Montana; Washington State,10,4,11,1653
Chase Daniel,4,QB,6-0,225,34,Missouri,4,0,11,1654
Jarrad Davis,40,MLB,6-1,238,26,Florida,14,4,11,1655
Taylor Decker,68,LOT,6-7,311,27,Ohio State,16,16,11,1656
Trey Flowers,90,LDE,6-2,265,27,Arkansas,7,5,11,1657
Mike Ford,38,RCB-LCB,6-0,194,25,Southeast Missouri State,10,0,11,1658
Jack Fox,3,P,6-2,224,24,Rice,16,0,11,1659
Kenny Golladay,19,WR,6-4,213,27,North Dakota; Northern Illinois,5,5,11,1660
Everson Griffen,98,LDE,6-3,273,33,Southern California,7,2,11,1661
Marvin Hall,17,WR,5-10,190,27,Washington,11,5,11,1662
Da'Shawn Hand,93,RDE-LDE-RDT,6-3,297,25,Alabama,10,1,11,1663
Duron Harmon,26,SS,6-1,205,29,Rutgers,16,16,11,1664
Will Harris,25,FS,6-2,210,22,Boston College,16,5,11,1665
Frank Herron,75,LDE,6-4,305,26,Louisiana State,4,0,11,1666
T.J. Hockenson,88,TE,6-5,250,23,Iowa,16,16,11,1667
Albert Huggins,64,DT,6-3,305,23,Clemson,1,0,11,1668
Jonah Jackson,73,LOG-ROG,6-4,305,23,Rutgers; Ohio State,16,16,11,1669
Jesse James,83,TE,6-7,261,26,Penn State,16,7,11,1670
Kerryon Johnson,33,RB,5-11,206,23,Auburn,16,2,11,1671
Ty Johnson,31,RB,5-10,212,23,Maryland,2,0,11,1672
Chris Jones,41,LCB,6-0,200,25,Nebraska,1,0,11,1673
Christian Jones,52,SLB,6-3,247,29,Florida State,16,13,11,1674
Marvin Jones,11,WR,6-2,197,30,California,16,16,11,1675
Jayron Kearse,42,FS-SS,6-4,215,26,Clemson,11,7,11,1676
Miles Killebrew,35,FS,6-2,222,27,Southern Utah,15,0,11,1677
Elijah Lee,55,SLB,6-2,229,24,Kansas State,5,0,11,1678
Kareem Martin,69,DE,6-6,270,28,North Carolina,1,0,11,1679
Marcus Martin,60,C,6-3,321,27,Southern California,2,0,11,1680
Tony McRae,34,RCB,5-10,185,27,North Carolina A&T State,8,0,11,1681
C.J. Moore,49,SS,5-11,195,25,Mississippi,13,0,11,1682
Don Muhlbach,48,LONG,6-4,260,39,Texas A&M,16,0,11,1683
Alexander Myres,43,CB,5-11,192,24,Ouachita Baptist; Houston,1,0,11,1684
Isaac Nauta,89,TE,6-4,240,23,Georgia,7,0,11,1685
Matt Nelson,67,ROT-LOT,6-8,295,25,Iowa,16,1,11,1686
Jeff Okudah,30,RCB-LCB,6-1,200,21,Ohio State,9,6,11,1687
Julian Okwara,99,LDE-RDE,6-4,248,23,Notre Dame,6,0,11,1688
Romeo Okwara,95,RDE,6-4,270,25,Notre Dame,16,9,11,1689
Amani Oruwariye,24,RCB-LCB,6-1,203,24,Penn State,16,15,11,1690
John Penisini,91,RDE-RDE-LDE-LDT,6-2,333,23,Snow JC; Utah,16,12,11,1691
Adrian Peterson,28,RB,6-1,218,35,Oklahoma,16,10,11,1692
Matt Prater,5,K,5-10,195,36,Central Florida,16,0,11,1693
Bobby Price,47,S,6-4,205,22,Norfolk State,2,0,11,1694
Reggie Ragland,59,MLB-WLB,6-2,252,27,Alabama,16,6,11,1695
Frank Ragnow,77,C,6-5,308,24,Arkansas,14,14,11,1696
Jalen Reeves-Maybin,44,SLB,6-0,230,25,Tennessee,16,0,11,1697
Darryl Roberts,29,LCB,6-0,182,30,Marshall,11,5,11,1698
Mohamed Sanu,12,WR,6-2,210,31,Rutgers,7,4,11,1699
Danny Shelton,71,LDT-LDE,6-2,339,27,Washington,12,12,11,1700
Dan Skipper,70,ROT,6-9,317,26,Arkansas,4,0,11,1701
Matthew Stafford,9,QB,6-3,227,32,Georgia,16,16,11,1702
Logan Stenberg,61,C,6-6,322,23,Kentucky,2,0,11,1703
Kevin Strong,92,LDT,6-4,285,24,Texas-San Antonio,6,1,11,1704
D'Andre Swift,32,RB,5-9,215,21,Georgia,13,4,11,1705
Jahlani Tavai,51,MLB-WLB,6-4,245,24,Hawaii,16,10,11,1706
Desmond Trufant,23,LCB,6-0,190,30,Washington,6,6,11,1707
Halapoulivaati Vaitai,72,ROG-ROT,6-6,320,27,Texas Christian,10,10,11,1708
Dee Virgin,36,CB,5-9,205,27,Tennessee-Chattanooga; West Alabama,2,0,11,1709
Tracy Walker,21,FS,6-1,206,25,Louisiana-Lafayette,16,7,11,1710
Kenny Wiggins,79,ROG,6-6,318,32,Fresno State,4,0,11,1711
Jonathan Williams,41,RB,6-0,223,26,Arkansas,5,0,11,1712
Nick Williams,97,RDT-LDT-LDE,6-4,309,30,Samford,14,14,11,1713
Kwon Alexander,58,WLB,6-1,227,26,Louisiana State,7,7,23,1714
Alex Anzalone,47,MLB-WLB,6-3,241,26,Florida,16,9,23,1715
Terron Armstead,72,LOT,6-5,304,29,Arkansas-Pine Bluff,14,14,23,1716
Zack Baun,53,SLB,6-3,238,24,Wisconsin,15,3,23,1717
Drew Brees,9,QB,6-0,212,41,Purdue,12,12,23,1718
Malcom Brown,90,RDT,6-2,320,26,Texas,12,12,23,1719
Michael Burton,29,FB,6-0,243,28,Rutgers,15,4,23,1720
Marquez Callaway,12,WR,6-2,204,22,Tennessee,12,3,23,1721
Austin Carr,80,WR,6-1,195,27,Northwestern,6,0,23,1722
Will Clapp,64,ROG-LOG-C,6-5,311,25,Louisiana State,7,0,23,1723
Jared Cook,87,TE,6-5,251,33,South Carolina,14,5,23,1724
Ken Crawley,25,LCB-RCB,6-1,180,27,Colorado,6,0,23,1725
Marcus Davenport,92,RDE,6-6,265,24,Texas-San Antonio,10,1,23,1726
DeMario Davis,56,WLB-MLB,6-2,243,31,Arkansas State,16,16,23,1727
Andrew Dowell,50,LB,6-1,225,24,Michigan State,1,0,23,1728
Nick Easton,62,ROG-LOG,6-3,303,28,Harvard,12,9,23,1729
Kaden Elliss,55,SLB,6-3,240,25,Idaho,15,0,23,1730
Bennie Fowler,16,WR,6-1,212,29,Michigan State,5,0,23,1731
C.J. Gardner-Johnson,22,SS,6-0,208,23,Florida,15,13,23,1732
Ryan Glasgow,95,RDT,6-3,301,27,Michigan,2,0,23,1733
Carl Granderson,96,LDE,6-5,261,24,Wyoming,16,1,23,1734
J.T. Gray,48,SS,6-0,202,24,Mississippi State,16,1,23,1735
Ethan Greenidge,73,ROT-LOT,6-4,335,23,Villanova,15,0,23,1736
Garrett Griffin,45,TE,6-4,240,26,Air Force,4,3,23,1737
Grant Haley,30,CB,5-9,190,24,Penn State,1,0,23,1738
Chase Hansen,42,WLB,6-3,222,27,Utah,2,0,23,1739
Justin Hardee,34,LCB-RCB,6-1,200,26,Illinois,10,0,23,1740
Deonte Harty,11,WR,5-6,179,23,Assumption,9,2,23,1741
Trey Hendrickson,91,RDE,6-4,270,26,Florida Atlantic,15,15,23,1742
Josh Hill,89,TE,6-5,250,30,Boise State; Idaho State,13,8,23,1743
Taysom Hill,7,QB-WR,6-2,221,30,Brigham Young,16,8,23,1744
Lil'Jordan Humphrey,84,WR,6-4,225,22,Texas,3,1,23,1745
Margus Hunt,95,RDE,6-8,296,33,Southern Methodist,4,0,23,1746
James Hurst,74,LOT-LOG-ROT-TE,6-5,313,29,North Carolina,12,5,23,1747
Janoris Jenkins,20,LCB,5-10,190,32,Florida; North Alabama,13,13,23,1748
Malcolm Jenkins,27,SS,6-0,204,33,Ohio State,16,16,23,1749
Juwan Johnson,83,WR,6-4,225,24,Penn State; Oregon,7,4,23,1750
Tony Jones,37,RB,5-11,224,23,Notre Dame,1,1,23,1751
Cameron Jordan,94,LDE,6-4,287,31,California,16,16,23,1752
Alvin Kamara,41,RB,5-10,215,25,Alabama; Hutchinson CC; Tennessee,15,10,23,1753
Derrick Kelly,68,LOG,6-5,320,25,Florida State,6,0,23,1754
Marshon Lattimore,23,RCB,6-0,192,24,Ohio State,14,14,23,1755
Tommylee Lewis,14,WR,5-7,168,28,Northern Illinois,5,0,23,1756
Wil Lutz,3,K,5-11,184,26,Georgia State,16,0,23,1757
Erik McCoy,78,C,6-4,315,23,Texas A&M,16,16,23,1758
Ty Montgomery,88,WR-RB,6-0,216,27,Stanford,6,2,23,1759
Thomas Morstead,6,P,6-4,230,34,Southern Methodist,16,0,23,1760
Latavius Murray,28,RB,6-3,229,30,Central Florida,15,7,23,1761
David Onyemata,93,LDT,6-4,300,28,Manitoba,15,15,23,1762
Andrus Peat,75,LOG,6-7,316,27,Stanford,13,13,23,1763
Ryan Ramczyk,71,ROT,6-6,314,26,Wisconsin-Stevens Point; Wisconsin,16,16,23,1764
Sheldon Rankins,98,LDT,6-2,305,26,Louisville,12,1,23,1765
Malcolm Roach,97,RDT,6-3,290,22,Texas,9,0,23,1766
Craig Robertson,52,MLB,6-1,234,32,North Texas,16,0,23,1767
Patrick Robinson,21,RCB-LCB,5-11,191,33,Florida State,12,4,23,1768
Cesar Ruiz,51,ROG-C,6-4,319,21,Michigan,15,9,23,1769
Emmanuel Sanders,17,WR,5-11,180,33,Southern Methodist,14,5,23,1770
Tre'Quan Smith,10,WR,6-2,210,24,Central Florida,14,10,23,1771
D.J. Swearinger,36,FS,5-10,206,29,South Carolina,11,0,23,1772
Michael Thomas,13,WR,6-3,212,27,Ohio State,7,5,23,1773
Cameron Tom,63,C,6-4,300,25,Southern Mississippi,1,0,23,1774
Adam Trautman,82,TE,6-6,255,23,Dayton,16,6,23,1775
Shy Tuttle,99,RDT,6-3,300,25,Tennessee,13,3,23,1776
Dwayne Washington,24,RB,6-1,223,26,Washington,11,0,23,1777
Marcus Williams,43,FS,6-1,195,24,Utah,14,14,23,1778
P.J. Williams,26,FS,6-0,196,27,Florida State,15,3,23,1779
Jameis Winston,2,QB,6-4,231,26,Florida State,4,0,23,1780
Zach Wood,49,LONG,6-3,255,27,Southern Methodist,16,0,23,1781
Anthony Zettel,69,DE,6-4,272,28,Penn State,1,0,23,1782
Andrew Adams,26,FS,5-11,204,28,Connecticut,16,0,30,1783
Antony Auclair,82,TE,6-6,255,27,Laval,8,2,30,1784
Kenjon Barner,44,RB,5-9,195,31,Oregon,5,0,30,1785
Shaquil Barrett,58,ROLB,6-2,250,28,Nebraska-Omaha; Colorado State,15,15,30,1786
Quinton Bell,57,ROLB,6-4,220,24,Prairie View A&M,5,0,30,1787
Tom Brady,12,QB,6-4,223,43,Michigan,16,16,30,1788
Cameron Brate,84,TE,6-5,242,29,Harvard,16,1,30,1789
Antonio Brown,71,WR,5-10,184,32,Central Michigan,8,4,30,1790
Alex Cappa,65,ROG,6-6,305,25,Cal Poly (Humboldt),16,16,30,1791
Jack Cichy,48,RILB-LILB,6-2,238,24,Wisconsin,6,0,30,1792
Ross Cockrell,43,RCB-LCB,6-0,191,29,Duke,12,2,30,1793
Lavonte David,54,RILB,6-1,233,30,Fort Scott CC; Nebraska,16,16,30,1794
Carlton Davis,24,LCB,6-1,206,24,Auburn,14,14,30,1795
Khalil Davis,94,LDE,6-1,308,24,Nebraska,2,0,30,1796
Jamel Dean,53,RCB,6-2,208,24,Auburn,14,7,30,1797
Mike Edwards,32,SS,6-0,200,24,Kentucky,16,0,30,1798
Mike Evans,13,WR,6-5,232,27,Texas A&M,16,16,30,1799
Leonard Fournette,28,RB,6-0,228,25,Louisiana State,13,3,30,1800
Blaine Gabbert,11,QB,6-4,235,31,Missouri,4,0,30,1801
William Gholston,92,RDE,6-6,280,29,Michigan State,16,12,30,1802
Cam Gill,49,ROLB,6-3,240,23,Wagner,12,0,30,1803
Chris Godwin,14,WR,6-1,209,24,Penn State,12,12,30,1804
Cyril Grayson,15,WR,5-9,183,27,Louisiana State,3,0,30,1805
