Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,Round,Overall,player_id
Terry McLaurin,17.0,WR,6-1,205,25.0,Ohio State,17.0,17.0,33,,,1399
Torry McTyer,35.0,RCB,5-11,186,26.0,Nevada-Las Vegas,4.0,0.0,33,,,1400
Dax Milne,15.0,WR,6-1,190,22.0,Brigham Young,13.0,1.0,33,,,1401
Jared Norris,50.0,ROLB,6-1,239,28.0,Utah,5.0,0.0,33,,,1402
Nate Orchard,50.0,DE,6-4,255,28.0,Utah,2.0,0.0,33,,,1403
Jaret Patterson,32.0,RB,5-9,195,22.0,Buffalo,17.0,1.0,33,,,1404
Da'Ron Payne,94.0,LDT,6-3,319,24.0,Alabama,17.0,17.0,33,,,1405
Jeremy Reaves,39.0,SS,5-11,205,25.0,South Alabama,5.0,2.0,33,,,1406
Sammis Reyes,80.0,TE,6-7,240,26.0,Hawaii; Palm Beach State JC; Tulane,11.0,1.0,33,,,1407
Darryl Roberts,34.0,RCB-LCB,6-0,182,31.0,Marshall,6.0,3.0,33,,,1408
Bunmi Rotimi,57.0,RDE-LDE,6-4,274,26.0,Old Dominion,9.0,1.0,33,,,1409
Chase Roullier,73.0,C,6-4,313,28.0,Wyoming,8.0,8.0,33,,,1410
Benjamin St-Juste,25.0,RCB-LCB,6-3,205,24.0,Michigan; Minnesota,9.0,3.0,33,,,1411
Curtis Samuel,10.0,WR,5-11,195,25.0,Ohio State,5.0,1.0,33,,,1412
Brandon Scherff,75.0,ROG,6-5,319,30.0,Iowa,11.0,11.0,33,,,1413
Wes Schweitzer,61.0,ROG-C-LOG,6-5,314,28.0,San Jose State,11.0,5.0,33,,,1414
Ricky Seals-Jones,83.0,TE,6-5,243,26.0,Texas A&M,13.0,6.0,33,,,1415
Tim Settle,97.0,LDT,6-3,328,24.0,Virginia Tech,16.0,0.0,33,,,1416
Cam Sims,11.0,WR,6-5,214,25.0,Alabama,14.0,3.0,33,,,1417
Joey Slye,3.0,K,5-11,213,25.0,Virginia Tech,9.0,0.0,33,,,1418
Wendell Smallwood,38.0,RB,5-10,208,27.0,West Virginia,3.0,0.0,33,,,1419
James Smith-Williams,96.0,RDE-LDE,6-3,265,24.0,North Carolina State,14.0,6.0,33,,,1420
Akeem Spence,69.0,DT,6-1,307,30.0,Illinois,1.0,0.0,33,,,1421
Dave Steinmetz,66.0,OT,6-8,321,26.0,Rhode Island; Purdue,2.0,0.0,33,,,1422
Montez Sweat,90.0,RDE,6-6,245,25.0,Michigan State; Copiah-Lincoln CC; Mississippi State,10.0,10.0,33,,,1423
Logan Thomas,82.0,TE,6-6,250,30.0,Virginia Tech,6.0,6.0,33,,,1424
Shaka Toney,58.0,LDE-RDE,6-3,252,23.0,Penn State,10.0,1.0,33,,,1425
Casey Toohill,95.0,LDE-RDE,6-4,247,25.0,Stanford,17.0,6.0,33,,,1426
Jon Toth,61.0,C,6-5,298,27.0,Kentucky,6.0,0.0,33,,,1427
Tress Way,5.0,P,6-1,215,31.0,Oklahoma,16.0,0.0,33,,,1428
Jonathan Williams,35.0,RB,6-0,223,27.0,Arkansas,5.0,0.0,33,,,1429
Ryan Winslow,12.0,P,6-5,209,27.0,Pittsburgh,1.0,0.0,33,,,1430
Daniel Wise,92.0,RDE-LDE,6-3,290,25.0,Kansas,3.0,1.0,33,,,1431
Chase Young,99.0,LDE,6-5,265,22.0,Ohio State,9.0,9.0,33,,,1432
Alex Bachman,81.0,WR,6-0,190,25.0,Wake Forest,3.0,0.0,24,,,1433
Saquon Barkley,26.0,RB,6-0,223,24.0,Penn State,13.0,13.0,24,,,1434
Sam Beal,34.0,LCB,6-1,189,25.0,Western Michigan,3.0,0.0,24,,,1435
C.J. Board,18.0,WR,6-2,181,28.0,Tennessee-Chattanooga,6.0,1.0,24,,,1436
Devontae Booker,28.0,RB,5-11,219,29.0,American River JC; Utah,17.0,4.0,24,,,1437
James Bradberry,24.0,LCB,6-1,211,28.0,Arkansas State; Samford,17.0,16.0,24,,,1438
Ben Bredeson,68.0,LOG-ROG,6-5,325,23.0,Michigan,8.0,1.0,24,,,1439
Gary Brightwell,37.0,RB,6-1,218,22.0,Arizona,13.0,0.0,24,,,1440
Cam Brown,47.0,MLB-SLB,6-5,233,23.0,Penn State,12.0,0.0,24,,,1441
Lorenzo Carter,59.0,SLB,6-6,242,26.0,Georgia,14.0,14.0,24,,,1442
Pharoh Cooper,83.0,WR,5-11,208,26.0,South Carolina,8.0,0.0,24,,,1443
Carter Coughlin,52.0,WLB,6-4,245,24.0,Minnesota,7.0,0.0,24,,,1444
Keion Crossen,31.0,RCB,5-10,185,25.0,Western Carolina,17.0,0.0,24,,,1445
Tae Crowder,48.0,MLB-WLB,6-3,235,24.0,Georgia,17.0,17.0,24,,,1446
Korey Cunningham,79.0,ROT-LOT,6-6,311,26.0,Cincinnati,12.0,0.0,24,,,1447
Darqueze Dennard,35.0,RCB,5-11,198,30.0,Michigan State,1.0,0.0,24,,,1448
Riley Dixon,9.0,P,6-4,223,28.0,Syracuse,17.0,0.0,24,,,1449
Nate Ebner,43.0,SS,6-0,215,33.0,Ohio State,6.0,0.0,24,,,1450
Evan Engram,88.0,TE,6-3,240,27.0,Mississippi,15.0,12.0,24,,,1451
Jake Fromm,17.0,QB,6-2,220,23.0,Georgia,3.0,2.0,24,,,1452
Graham Gano,5.0,K,6-2,202,34.0,Florida State,17.0,0.0,24,,,1453
Nick Gates,65.0,C-LOG,6-5,312,26.0,Nebraska,2.0,2.0,24,,,1454
Cullen Gillaspia,36.0,RB,6-2,235,26.0,Texas A&M,17.0,0.0,24,,,1455
Mike Glennon,2.0,QB,6-6,225,32.0,North Carolina State,6.0,4.0,24,,,1456
Kenny Golladay,19.0,WR,6-4,213,28.0,North Dakota; Northern Illinois,14.0,14.0,24,,,1457
Woodrow Hamilton,90.0,RDE,6-3,315,29.0,Mississippi,1.0,1.0,24,,,1458
Trent Harris,93.0,OLB,6-2,255,26.0,Miami (Florida),4.0,0.0,24,,,1459
Will Hernandez,71.0,ROG,6-2,335,26.0,Texas-El Paso,17.0,17.0,24,,,1460
Justin Hilliard,46.0,MLB,6-1,231,24.0,Ohio State,2.0,0.0,24,,,1461
Darnay Holmes,30.0,RCB,5-10,198,23.0,UCLA,11.0,4.0,24,,,1462
Adoree' Jackson,22.0,RCB,5-11,185,26.0,Southern California,13.0,12.0,24,,,1463
Austin Johnson,98.0,NT,6-4,314,27.0,Penn State,17.0,17.0,24,,,1464
Collin Johnson,15.0,WR,6-6,220,24.0,Texas,12.0,0.0,24,,,1465
Raymond Johnson,91.0,DT,6-3,270,23.0,Georgia Southern,15.0,0.0,24,,,1466
Daniel Jones,8.0,QB,6-5,220,24.0,Duke,11.0,11.0,24,,,1467
Derrick Kelly,61.0,OG,6-5,320,26.0,Florida State,1.0,0.0,24,,,1468
Casey Kreiter,58.0,LONG,6-1,250,31.0,Iowa,17.0,0.0,24,,,1469
Dexter Lawrence,97.0,DE,6-4,342,24.0,Clemson,16.0,10.0,24,,,1470
Shane Lemieux,66.0,LOG,6-4,316,24.0,Oregon,1.0,1.0,24,,,1471
Julian Love,20.0,SS,5-11,193,23.0,Notre Dame,17.0,5.0,24,,,1472
Wes Martin,63.0,LOG-ROG,6-3,316,25.0,Indiana,7.0,1.0,24,,,1473
Blake Martinez,54.0,MLB,6-2,237,27.0,Stanford,3.0,3.0,24,,,1474
Benardrick McKinney,49.0,WLB,6-4,253,29.0,Mississippi State,11.0,3.0,24,,,1475
Xavier McKinney,29.0,SS-FS,6-1,200,22.0,Alabama,17.0,16.0,24,,,1476
David Moa,96.0,DE-DT,6-3,296,25.0,Boise State,4.0,1.0,24,,,1477
Chris Myarick,41.0,TE,6-5,250,26.0,Temple,7.0,3.0,24,,,1478
Azeez Ojulari,51.0,OLB,6-3,240,21.0,Georgia,17.0,13.0,24,,,1479
Steven Parker,38.0,SS,6-1,204,26.0,Oklahoma,9.0,0.0,24,,,1480
Matt Peart,84.0,LOT-ROT,6-7,303,24.0,Connecticut,15.0,4.0,24,,,1481
Elijhaa Penny,39.0,FB,6-1,234,28.0,Sequoias JC; Cerritos JC; Idaho,17.0,3.0,24,,,1482
Jabrill Peppers,21.0,SS,5-11,213,26.0,Michigan,6.0,5.0,24,,,1483
Dante Pettis,13.0,WR,6-1,195,26.0,Washington,3.0,0.0,24,,,1484
Billy Price,69.0,C,6-4,308,26.0,Ohio State,16.0,15.0,24,,,1485
Reggie Ragland,55.0,WLB-MLB,6-2,252,28.0,Alabama,17.0,9.0,24,,,1486
J.R. Reed,27.0,FS,6-1,194,25.0,Tulsa; Georgia,7.0,0.0,24,,,1487
Aaron Robinson,33.0,RCB-LCB,6-1,193,23.0,Alabama; Central Florida,9.0,2.0,24,,,1488
Quincy Roche,95.0,SLB,6-3,245,23.0,Temple; Miami (Florida),14.0,3.0,24,,,1489
John Ross,12.0,WR,5-11,190,26.0,Washington,12.0,1.0,24,,,1490
Kyle Rudolph,80.0,TE,6-6,264,32.0,Notre Dame,16.0,14.0,24,,,1491
Logan Ryan,23.0,FS-SS,5-11,195,30.0,Rutgers,15.0,15.0,24,,,1492
Danny Shelton,75.0,NT,6-2,339,28.0,Washington,13.0,0.0,24,,,1493
Sterling Shepard,3.0,WR,5-10,199,27.0,Oklahoma,7.0,6.0,24,,,1494
David Sills,84.0,WR,6-3,211,25.0,West Virginia; El Camino JC; West Virginia,4.0,1.0,24,,,1495
Matt Skura,67.0,LOG-C,6-3,313,28.0,Duke,14.0,14.0,24,,,1496
Darius Slayton,86.0,WR,6-2,190,24.0,Auburn,13.0,5.0,24,,,1497
Elerson Smith,94.0,SLB,6-6,252,23.0,Northern Iowa,8.0,0.0,24,,,1498
Jaylon Smith,45.0,WLB-MLB,6-2,245,26.0,Notre Dame,4.0,2.0,24,,,1499
Kaden Smith,82.0,TE,6-5,252,24.0,Stanford,9.0,4.0,24,,,1500
Nate Solder,76.0,ROT,6-8,322,33.0,Colorado,16.0,16.0,24,,,1501
Andrew Thomas,78.0,LOT,6-5,320,22.0,Georgia,14.0,14.0,24,,,1502
Kadarius Toney,89.0,WR,6-0,193,22.0,Florida,11.0,4.0,24,,,1503
Jarren Williams,34.0,RCB,5-10,187,24.0,St. Francis (Pennsylvania); Albany,6.0,2.0,24,,,1504
Leonard Williams,99.0,DT,6-5,302,27.0,Southern California,17.0,17.0,24,,,1505
Rodarius Williams,25.0,LCB,6-0,195,25.0,Oklahoma State,5.0,0.0,24,,,1506
Oshane Ximines,53.0,OLB,6-4,255,25.0,Old Dominion,10.0,0.0,24,,,1507
Davante Adams,17.0,WR,6-1,215,29.0,Fresno State,16.0,16.0,12,,,1508
Jaire Alexander,23.0,LCB,5-10,196,24.0,Louisville,4.0,4.0,12,,,1509
Adrian Amos,31.0,SS,6-0,216,28.0,Penn State,17.0,17.0,12,,,1510
Abdullah Anderson,98.0,NT,6-4,295,25.0,Bucknell,3.0,0.0,12,,,1511
David Bakhtiari,69.0,LOT,6-4,309,30.0,Colorado,1.0,1.0,12,,,1512
Krys Barnes,51.0,LILB,6-1,235,23.0,UCLA,16.0,13.0,12,,,1513
Kurt Benkert,6.0,QB,6-4,215,26.0,East Carolina; Virginia,1.0,0.0,12,,,1514
Henry Black,41.0,FS,6-0,206,24.0,Baylor,17.0,1.0,12,,,1515
Corey Bojorquez,7.0,P,6-0,208,25.0,Cerritos JC; New Mexico,17.0,0.0,12,,,1516
Ben Braden,64.0,LOG-ROG,6-6,329,27.0,Michigan,8.0,0.0,12,,,1517
Hunter Bradley,43.0,LONG,6-3,241,27.0,Mississippi State,8.0,0.0,12,,,1518
Oren Burks,42.0,LILB-RILB,6-3,233,26.0,Vanderbilt,17.0,3.0,12,,,1519
De'Vondre Campbell,59.0,RILB,6-4,234,28.0,Hutchinson CC; Minnesota,16.0,16.0,12,,,1520
Kenny Clark,97.0,NT,6-3,314,26.0,UCLA,16.0,16.0,12,,,1521
Randall Cobb,18.0,WR,5-10,192,31.0,Kentucky,12.0,3.0,12,,,1522
Mason Crosby,2.0,K,6-1,208,37.0,Colorado,17.0,0.0,12,,,1523
Dominique Dafney,49.0,TE,6-3,235,24.0,Iowa Western CC; Iowa; Indiana State,11.0,2.0,12,,,1524
Shawn Davis,30.0,SS,6-0,199,24.0,Florida,1.0,0.0,12,,,1525
Tyler Davis,84.0,TE,6-4,250,24.0,Connecticut; Georgia Tech,14.0,0.0,12,,,1526
Josiah Deguara,81.0,TE,6-3,240,24.0,Cincinnati,16.0,2.0,12,,,1527
A.J. Dillon,28.0,RB,6-0,250,23.0,Boston College,17.0,2.0,12,,,1528
Rasul Douglas,29.0,RCB,6-2,209,26.0,Nassau CC; West Virginia,12.0,9.0,12,,,1529
Innis Gaines,38.0,S,6-2,207,23.0,Texas Christian,1.0,0.0,12,,,1530
Tipa Galeai,40.0,LOLB,6-5,235,24.0,Texas Christian; Utah State,7.0,0.0,12,,,1531
Jonathan Garvin,53.0,ROLB,6-4,250,22.0,Miami (Florida),16.0,1.0,12,,,1532
Rashan Gary,52.0,ROLB,6-5,283,24.0,Michigan,16.0,16.0,12,,,1533
LaDarius Hamilton,54.0,LOLB-ROLB,6-3,260,23.0,North Texas,6.0,0.0,12,,,1534
Jake Hanson,67.0,C,6-5,295,24.0,Oregon,5.0,0.0,12,,,1535
Jack Heflin,90.0,RDE,6-4,319,23.0,Northern Illinois; Iowa,4.0,0.0,12,,,1536
Kylin Hill,32.0,RB,5-11,215,23.0,Mississippi State,8.0,0.0,12,,,1537
Shemar Jean-Charles,22.0,LCB,5-11,190,23.0,Appalachian State,14.0,0.0,12,,,1538
Elgton Jenkins,74.0,LOT,6-4,310,26.0,Mississippi State,8.0,8.0,12,,,1539
Aaron Jones,33.0,RB,5-9,208,27.0,Texas-El Paso,15.0,15.0,12,,,1540
Kingsley Keke,96.0,RDE,6-4,305,25.0,Texas A&M,12.0,8.0,12,,,1541
Dennis Kelly,79.0,ROT,6-8,321,41.0,Purdue,9.0,4.0,12,,,1542
Kevin King,20.0,LCB-RCB,6-3,200,26.0,Washington,10.0,6.0,12,,,1543
Tyler Lancaster,95.0,LDE-RDE-NT,6-3,313,27.0,Northwestern,16.0,3.0,12,,,1544
Allen Lazard,13.0,WR,6-5,227,26.0,Iowa State,16.0,14.0,12,,,1545
Marcedes Lewis,89.0,TE,6-6,275,37.0,UCLA,17.0,17.0,12,,,1546
Jordan Love,10.0,QB,6-4,225,23.0,Utah State,6.0,1.0,12,,,1547
Dean Lowry,94.0,LDE,6-6,296,27.0,Northwestern,17.0,17.0,12,,,1548
Isaiah McDuffie,58.0,LILB,6-1,224,22.0,Boston College,13.0,0.0,12,,,1549
Whitney Mercilus,50.0,LOLB,6-4,258,31.0,Illinois,4.0,0.0,12,,,1550
David Moore,82.0,WR,6-0,217,26.0,East Central,1.0,0.0,12,,,1551
Josh Myers,71.0,C,6-5,312,23.0,Ohio State,5.0,5.0,12,,,1552
Royce Newman,70.0,ROG,6-6,310,24.0,Mississippi,17.0,16.0,12,,,1553
Yosh Nijman,73.0,LOT,6-7,314,25.0,Virginia Tech,17.0,8.0,12,,,1554
Lucas Patrick,62.0,C-LOG-ROG,6-3,313,28.0,Duke,17.0,13.0,12,,,1555
Chauncey Rivers,57.0,LOLB,6-3,275,24.0,Georgia; East Mississippi CC; Mississippi State,4.0,0.0,12,,,1556
Aaron Rodgers,12.0,QB,6-2,223,38.0,Butte CC; California,16.0,16.0,12,,,1557
Amari Rodgers,8.0,WR,5-9,212,22.0,Clemson,16.0,1.0,12,,,1558
Jon Runyan,66.0,LOG-ROG,6-5,321,24.0,Michigan,17.0,16.0,12,,,1559
Equanimeous St. Brown,19.0,WR,6-5,214,25.0,Notre Dame,13.0,2.0,12,,,1560
Darnell Savage,26.0,FS,5-11,200,24.0,Maryland,17.0,17.0,12,,,1561
Vernon Scott,36.0,SS,6-2,206,24.0,Texas Christian,3.0,0.0,12,,,1562
Tedarrell Slaton,93.0,NT,6-4,330,24.0,Florida,17.0,0.0,12,,,1563
Jaylon Smith,9.0,LILB-RILB,6-2,245,26.0,Notre Dame,2.0,0.0,12,,,1564
Preston Smith,91.0,LOLB,6-5,268,29.0,Mississippi State,16.0,16.0,12,,,1565
Za'Darius Smith,55.0,ROLB,6-4,274,29.0,East Mississippi CC; Kentucky,1.0,0.0,12,,,1566
Eric Stokes,21.0,LCB-RCB,6-1,185,22.0,Georgia,16.0,14.0,12,,,1567
Chandon Sullivan,39.0,LCB-RCB,5-11,195,25.0,Georgia State,17.0,10.0,12,,,1568
Ty Summers,44.0,RILB,6-2,235,26.0,Texas Christian,14.0,0.0,12,,,1569
Malik Taylor,86.0,WR,6-3,220,26.0,Ferris State,10.0,0.0,12,,,1570
Patrick Taylor,27.0,RB,6-3,227,23.0,Memphis,9.0,0.0,12,,,1571
Robert Tonyan,85.0,TE,6-5,237,27.0,Indiana State,8.0,5.0,12,,,1572
Billy Turner,77.0,ROT,6-5,309,30.0,North Dakota State,14.0,14.0,12,,,1573
Marquez Valdes-Scantling,83.0,WR,6-4,206,27.0,North Carolina State; South Florida,11.0,7.0,12,,,1574
Cole Van Lanen,78.0,OT-OG,6-4,305,23.0,Wisconsin,1.0,0.0,12,,,1575
Juwann Winfree,88.0,WR,6-3,215,25.0,Maryland; Coffeyville CC; Colorado,7.0,0.0,12,,,1576
Steve Wirtel,46.0,LONG,6-4,235,24.0,Iowa State,9.0,0.0,12,,,1577
Isaac Yiadom,24.0,RCB,6-1,190,25.0,Boston College,16.0,1.0,12,,,1578
Ameer Abdullah,31.0,RB,5-9,203,28.0,Nebraska,6.0,0.0,21,,,1579
Mackensie Alexander,24.0,LCB,5-10,192,28.0,Clemson,16.0,5.0,21,,,1580
Jake Bargas,34.0,RB,6-2,250,24.0,North Carolina,1.0,0.0,21,,,1581
Anthony Barr,55.0,SLB,6-5,255,29.0,UCLA,11.0,0.0,21,,,1582
Jordan Berry,9.0,P,6-5,195,30.0,Eastern Kentucky,17.0,0.0,21,,,1583
Tuf Borland,47.0,LB,6-1,234,24.0,Ohio State,2.0,0.0,21,,,1584
Tashawn Bower,73.0,RDE,6-5,250,26.0,Louisiana State,4.0,0.0,21,,,1585
Kris Boyd,29.0,RCB,6-0,195,25.0,Texas,16.0,1.0,21,,,1586
Garrett Bradbury,56.0,C,6-3,300,26.0,North Carolina State,13.0,13.0,21,,,1587
Blake Brandel,64.0,ROT,6-7,307,24.0,Oregon State,13.0,0.0,21,,,1588
Bashaud Breeland,21.0,RCB,5-11,197,29.0,Clemson,13.0,13.0,21,,,1589
Camryn Bynum,4.0,SS-FS,6-0,200,23.0,California,14.0,3.0,21,,,1590
Dan Chisena,85.0,WR,6-3,202,24.0,Penn State,11.0,0.0,21,,,1591
Ezra Cleveland,72.0,LOG,6-6,310,23.0,Boise State,17.0,17.0,21,,,1592
Mason Cole,52.0,ROG-C,6-5,307,25.0,Michigan,14.0,7.0,21,,,1593
Tyler Conklin,83.0,TE,6-4,240,26.0,Northwood; Central Michigan,17.0,15.0,21,,,1594
Ryan Connelly,57.0,SLB,6-3,237,26.0,Wisconsin,12.0,0.0,21,,,1595
Dalvin Cook,33.0,RB,5-10,210,26.0,Florida State,13.0,13.0,21,,,1596
Kirk Cousins,8.0,QB,6-3,202,33.0,Michigan State,16.0,16.0,21,,,1597
Cameron Dantzler,27.0,LCB-RCB,6-2,185,23.0,Mississippi State,15.0,7.0,21,,,1598
Christian Darrisaw,71.0,LOT,6-5,314,22.0,Virginia Tech,12.0,10.0,21,,,1599
Wyatt Davis,51.0,ROG,6-4,315,22.0,Ohio State,6.0,0.0,21,,,1600
Andrew DePaola,42.0,LONG,6-2,230,34.0,Rutgers,17.0,0.0,21,,,1601
Brandon Dillon,86.0,TE,6-5,250,24.0,Marian,1.0,0.0,21,,,1602
Myles Dorn,46.0,SS,6-2,205,23.0,North Carolina,9.0,0.0,21,,,1603
Dakota Dozier,78.0,ROT-LOG,6-4,313,30.0,Furman,6.0,0.0,21,,,1604
Troy Dye,45.0,MLB,6-4,226,25.0,Oregon,17.0,1.0,21,,,1605
Ben Ellefson,82.0,TE,6-3,250,25.0,North Dakota State,5.0,0.0,21,,,1606
Wayne Gallman,31.0,RB,6-0,213,27.0,Clemson,2.0,0.0,21,,,1607
Everson Griffen,97.0,RDE-LDE,6-3,273,34.0,Southern California,9.0,6.0,21,,,1608
C.J. Ham,30.0,RB,5-11,235,28.0,Augustana (South Dakota),17.0,8.0,21,,,1609
Harrison Hand,20.0,LCB,6-0,192,23.0,Baylor; Temple,9.0,0.0,21,,,1610
Chris Herndon,89.0,TE,6-4,253,25.0,Miami (Florida),16.0,5.0,21,,,1611
Rashod Hill,69.0,LOT,6-6,312,29.0,Southern Mississippi,16.0,5.0,21,,,1612
Danielle Hunter,99.0,LDE-RDE,6-5,252,27.0,Louisiana State,7.0,7.0,21,,,1613
Justin Jefferson,18.0,WR,6-3,192,22.0,Louisiana State,17.0,17.0,21,,,1614
Patrick Jones,93.0,LDE,6-5,260,23.0,Pittsburgh,9.0,0.0,21,,,1615
Greg Joseph,1.0,K,6-0,208,27.0,Florida Atlantic,17.0,0.0,21,,,1616
Eric Kendricks,59.0,MLB,6-0,232,29.0,UCLA,15.0,15.0,21,,,1617
Blake Lynch,48.0,SLB-MLB,6-3,225,24.0,Baylor,16.0,6.0,21,,,1618
James Lynch,92.0,NT-RDE,6-4,295,24.0,Baylor,13.0,1.0,21,,,1619
Sean Mannion,14.0,QB,6-6,233,29.0,Oregon State,1.0,1.0,21,,,1620
Alexander Mattison,25.0,RB,5-11,211,23.0,Boise State,16.0,4.0,21,,,1621
T.Y. McGill,91.0,DT,6-0,299,29.0,North Carolina State,2.0,0.0,21,,,1622
Josh Metellus,44.0,SS,6-0,218,23.0,Michigan,16.0,0.0,21,,,1623
Bryan Mills,21.0,CB,6-1,174,22.0,Canyons JC; North Carolina Central,1.0,0.0,21,,,1624
Myron Mitchell,87.0,WR,6-1,180,23.0,Butler CC; Alabama-Birmingham,1.0,0.0,21,,,1625
Kellen Mond,11.0,QB,6-3,217,22.0,Texas A&M,1.0,0.0,21,,,1626
Parry Nickerson,39.0,SS,5-10,182,27.0,Tulane,4.0,0.0,21,,,1627
Kene Nwangwu,26.0,RB,6-1,210,23.0,Iowa State,11.0,0.0,21,,,1628
Brian O'Neill,75.0,ROT,6-7,297,26.0,Pittsburgh,17.0,17.0,21,,,1629
K.J. Osborn,17.0,WR,6-0,206,24.0,Buffalo; Miami (Florida),17.0,9.0,21,,,1630
Patrick Peterson,7.0,LCB,6-1,203,31.0,Louisiana State,13.0,13.0,21,,,1631
Michael Pierce,58.0,NT,6-0,340,29.0,Tulane; Samford,8.0,8.0,21,,,1632
Sheldon Richardson,90.0,RDE-DT,6-3,295,31.0,Sequoias JC; Missouri,17.0,7.0,21,,,1633
Harrison Smith,22.0,SS,6-2,214,32.0,Notre Dame,15.0,15.0,21,,,1634
T.J. Smith,50.0,DT,6-3,293,24.0,Arkansas,1.0,0.0,21,,,1635
Tye Smith,5.0,RCB,6-0,195,28.0,Towson,5.0,0.0,21,,,1636
Ihmir Smith-Marsette,15.0,WR,6-1,175,22.0,Iowa,8.0,7.0,21,,,1637
Luke Stocker,35.0,TE,6-6,253,33.0,Tennessee,12.0,0.0,21,,,1638
Chazz Surratt,41.0,WLB,6-3,225,24.0,North Carolina,9.0,0.0,21,,,1639
Adam Thielen,19.0,WR,6-2,199,31.0,Minnesota State-Mankato,13.0,13.0,21,,,1640
Dalvin Tomlinson,94.0,DT,6-3,317,27.0,Alabama,16.0,16.0,21,,,1641
Oli Udoh,74.0,ROG-LOT,6-5,336,24.0,Elon,17.0,16.0,21,,,1642
Nick Vigil,59.0,WLB,6-2,237,28.0,Utah State,16.0,12.0,21,,,1643
Armon Watts,96.0,NT,6-5,298,25.0,Arkansas,17.0,9.0,21,,,1644
Stephen Weatherly,91.0,LDE,6-5,265,27.0,Vanderbilt,6.0,0.0,21,,,1645
Dede Westbrook,12.0,WR,6-0,177,28.0,Blinn JC; Oklahoma,16.0,0.0,21,,,1646
Kenny Willekes,79.0,LDE,6-4,260,24.0,Michigan State,6.0,0.0,21,,,1647
D.J. Wonnum,98.0,LDE,6-5,250,24.0,South Carolina,17.0,14.0,21,,,1648
Xavier Woods,23.0,FS,5-11,203,26.0,Louisiana Tech,17.0,17.0,21,,,1649
Eddie Yarbrough,66.0,RDE,6-3,259,28.0,Wyoming,4.0,0.0,21,,,1650
Rodney Adams,13.0,WR,6-1,189,27.0,Toledo; South Florida,1.0,0.0,6,,,1651
Jeremiah Attaochu,50.0,ROLB,6-3,252,28.0,Georgia Tech,5.0,0.0,6,,,1652
Alex Bars,64.0,ROG-LOG-TE,6-5,314,26.0,Notre Dame,17.0,3.0,6,,,1653
Angelo Blackson,90.0,DT-NT,6-4,320,29.0,Auburn,17.0,8.0,6,,,1654
Larry Borom,75.0,ROT-LOT,6-6,332,22.0,Missouri,10.0,8.0,6,,,1655
Artie Burns,25.0,LCB-RCB,6-0,197,26.0,Miami (Florida),11.0,6.0,6,,,1656
Deon Bush,26.0,SS-FS,6-0,204,28.0,Miami (Florida),14.0,4.0,6,,,1657
Damiere Byrd,10.0,WR,5-9,180,28.0,South Carolina,17.0,4.0,6,,,1658
Marqui Christian,23.0,FS-SS,5-11,207,27.0,Midwestern State,17.0,1.0,6,,,1659
Isaiah Coulter,82.0,WR,6-3,190,23.0,Rhode Island,2.0,0.0,6,,,1660
Xavier Crawford,21.0,RCB,6-1,180,26.0,Oregon State; Central Michigan,13.0,2.0,6,,,1661
Andy Dalton,14.0,QB,6-2,218,34.0,Texas Christian,8.0,6.0,6,,,1662
James Daniels,68.0,ROG,6-4,295,24.0,Iowa,17.0,17.0,6,,,1663
Mario Edwards,97.0,DE,6-3,280,27.0,Florida State,12.0,1.0,6,,,1664
Dieter Eiselen,60.0,OG,6-4,310,24.0,Yale,2.0,0.0,6,,,1665
Justin Fields,1.0,QB,6-3,228,22.0,Georgia; Ohio State,13.0,11.0,6,,,1666
Nick Foles,9.0,QB,6-6,243,32.0,Michigan State; Arizona,1.0,1.0,6,,,1667
Tashaun Gipson,38.0,SS,5-11,210,31.0,Wyoming,12.0,12.0,6,,,1668
Trevis Gipson,99.0,LOLB-ROLB,6-4,268,24.0,Tulsa,16.0,8.0,6,,,1669
Eddie Goldman,91.0,NT,6-4,331,27.0,Florida State,14.0,10.0,6,,,1670
Marquise Goodwin,84.0,WR,5-9,179,31.0,Texas,14.0,2.0,6,,,1671
Jimmy Graham,80.0,TE,6-6,262,35.0,Miami (Florida),15.0,6.0,6,,,1672
Thomas Graham,27.0,LCB-RCB,5-11,197,22.0,Oregon,4.0,1.0,6,,,1673
Jakeem Grant,17.0,WR,5-7,170,29.0,Texas Tech,11.0,0.0,6,,,1674
Khalil Herbert,24.0,RB,5-9,212,23.0,Kansas; Virginia Tech,17.0,2.0,6,,,1675
Akiem Hicks,96.0,DT,6-5,324,32.0,Sacramento CC; Regina,9.0,9.0,6,,,1676
J.P. Holtz,81.0,TE,6-3,240,28.0,Pittsburgh,14.0,0.0,6,,,1677
Jesper Horsted,87.0,TE,6-3,237,24.0,Princeton,14.0,0.0,6,,,1678
DeAndre Houston-Carson,36.0,FS-SS,6-1,202,28.0,William & Mary,13.0,3.0,6,,,1679
Margus Hunt,93.0,DE-DT,6-8,296,34.0,Southern Methodist,10.0,0.0,6,,,1680
Germain Ifedi,74.0,ROT,6-5,325,27.0,Texas A&M,9.0,7.0,6,,,1681
Bruce Irvin,55.0,LOLB,6-3,250,34.0,Butler CC; Mount San Antonio JC; West Virginia,5.0,0.0,6,,,1682
